clave_ent,ent,anio,trimestre,pesos_constantes,canasta_alimentaria,desagregacion
16,Michoacán,2017,1,1576.27,1466.35,Estatal
16,Michoacán,2017,2,1486.17,1358.56,Estatal
16,Michoacán,2017,3,1485.05,1313.32,Estatal
16,Michoacán,2017,4,1517.54,1359.86,Estatal
16,Michoacán,2018,1,1567.63,1426.09,Estatal
16,Michoacán,2018,2,1622.09,1481.63,Estatal
16,Michoacán,2018,3,1586.73,1436.16,Estatal
16,Michoacán,2018,4,1595.26,1445.63,Estatal
16,Michoacán,2019,1,1746.96,1569.42,Estatal
16,Michoacán,2019,2,1598.31,1438.66,Estatal
16,Michoacán,2019,3,1679.06,1515.64,Estatal
16,Michoacán,2019,4,1658.1,1503.94,Estatal
16,Michoacán,2020,1,1794.63,1600.93,Estatal
16,Michoacán,2020,3,1712.04,1508.29,Estatal
16,Michoacán,2020,4,1705.48,1504.46,Estatal
17,Morelos,2005,1,1511.11,1693.84,Estatal
17,Morelos,2005,2,1512.95,1635.34,Estatal
17,Morelos,2005,3,1556.48,1693.79,Estatal
17,Morelos,2005,4,1671.38,1853.03,Estatal
17,Morelos,2006,1,1516.06,1662.57,Estatal
17,Morelos,2006,2,1570.92,1738.06,Estatal
17,Morelos,2006,3,1665.7,1818.03,Estatal
17,Morelos,2006,4,1645.46,1748.89,Estatal
17,Morelos,2007,1,1542.42,1627.26,Estatal
17,Morelos,2007,2,1720.39,1839.12,Estatal
17,Morelos,2007,3,1638.4,1752,Estatal
17,Morelos,2007,4,1662.08,1763.6,Estatal
17,Morelos,2008,1,1609.06,1714.32,Estatal
17,Morelos,2008,2,1535.63,1613.81,Estatal
17,Morelos,2008,3,1516.85,1584.4,Estatal
17,Morelos,2008,4,1450.42,1495.93,Estatal
17,Morelos,2009,1,1423.71,1465.11,Estatal
17,Morelos,2009,2,1510.85,1518.09,Estatal
17,Morelos,2009,3,1511.26,1499.69,Estatal
17,Morelos,2009,4,1439.07,1443.69,Estatal
17,Morelos,2010,1,1427.74,1427.74,Estatal
17,Morelos,2010,2,1472.17,1480.29,Estatal
17,Morelos,2010,3,1462.79,1489.45,Estatal
17,Morelos,2010,4,1459.9,1475.18,Estatal
17,Morelos,2011,1,1395.27,1404.93,Estatal
17,Morelos,2011,2,1491.34,1496.89,Estatal
17,Morelos,2011,3,1521.12,1531.95,Estatal
17,Morelos,2011,4,1402.19,1402.3,Estatal
17,Morelos,2012,1,1486.29,1469.39,Estatal
17,Morelos,2012,2,1514.58,1480.61,Estatal
17,Morelos,2012,3,1416.57,1348.04,Estatal
17,Morelos,2012,4,1413.03,1338.46,Estatal
17,Morelos,2013,1,1326.79,1258.53,Estatal
17,Morelos,2013,2,1356.6,1280.52,Estatal
17,Morelos,2013,3,1332.94,1260.08,Estatal
17,Morelos,2013,4,1341.83,1262.88,Estatal
17,Morelos,2014,1,1245.59,1163.4,Estatal
17,Morelos,2014,2,1271.03,1199.7,Estatal
17,Morelos,2014,3,1238.51,1156.89,Estatal
17,Morelos,2014,4,1242.5,1148.89,Estatal
17,Morelos,2015,1,1298.1,1219.5,Estatal
17,Morelos,2015,2,1265.31,1182.21,Estatal
17,Morelos,2015,3,1193.62,1106.9,Estatal
17,Morelos,2015,4,1156.94,1070.37,Estatal
17,Morelos,2016,1,1283.65,1167.88,Estatal
17,Morelos,2016,2,1230.13,1124.27,Estatal
17,Morelos,2016,3,1280.97,1182.49,Estatal
17,Morelos,2016,4,1236.75,1132.86,Estatal
17,Morelos,2017,1,1307.89,1216.55,Estatal
17,Morelos,2017,2,1265.09,1156.55,Estatal
17,Morelos,2017,3,1261.11,1115.66,Estatal
17,Morelos,2017,4,1223.1,1096.3,Estatal
17,Morelos,2018,1,1235.95,1124.35,Estatal
17,Morelos,2018,2,1227.57,1121.04,Estatal
17,Morelos,2018,3,1183.82,1071.15,Estatal
17,Morelos,2018,4,1169.6,1060.08,Estatal
17,Morelos,2019,1,1212.71,1089.64,Estatal
17,Morelos,2019,2,1181.91,1063.85,Estatal
17,Morelos,2019,3,1262.44,1139.5,Estatal
17,Morelos,2019,4,1197.41,1085.95,Estatal
17,Morelos,2020,1,1365.18,1218.31,Estatal
17,Morelos,2020,3,1270.18,1120.26,Estatal
17,Morelos,2020,4,1332.41,1176.85,Estatal
18,Nayarit,2005,1,1741.09,1954.63,Estatal
18,Nayarit,2005,2,1697.73,1836.67,Estatal
18,Nayarit,2005,3,1654.87,1803.34,Estatal
18,Nayarit,2005,4,1780.45,1978.25,Estatal
18,Nayarit,2006,1,1743.04,1914.01,Estatal
18,Nayarit,2006,2,1837.09,2036.66,Estatal
18,Nayarit,2006,3,1902.8,2080.46,Estatal
18,Nayarit,2006,4,1855.96,1972.89,Estatal
18,Nayarit,2007,1,1935.73,2042.87,Estatal
18,Nayarit,2007,2,1916.42,2051.2,Estatal
18,Nayarit,2007,3,1874.09,2006.28,Estatal
18,Nayarit,2007,4,1936.2,2056.73,Estatal
18,Nayarit,2008,1,2055.32,2192.72,Estatal
18,Nayarit,2008,2,1958.96,2060.56,Estatal
18,Nayarit,2008,3,1949.24,2037.72,Estatal
18,Nayarit,2008,4,1909.55,1970.04,Estatal
18,Nayarit,2009,1,1971.5,2030.09,Estatal
18,Nayarit,2009,2,1959.14,1968.73,Estatal
18,Nayarit,2009,3,1884.1,1869.74,Estatal
18,Nayarit,2009,4,1869.87,1876.16,Estatal
18,Nayarit,2010,1,1821.33,1821.33,Estatal
18,Nayarit,2010,2,1868.16,1879.39,Estatal
18,Nayarit,2010,3,1814.28,1848.88,Estatal
18,Nayarit,2010,4,1784.77,1805.03,Estatal
18,Nayarit,2011,1,1808.39,1822.49,Estatal
18,Nayarit,2011,2,1732.35,1739.86,Estatal
18,Nayarit,2011,3,1706.92,1720.66,Estatal
18,Nayarit,2011,4,1742.29,1742.92,Estatal
18,Nayarit,2012,1,1741.27,1721.65,Estatal
18,Nayarit,2012,2,1750.9,1711.98,Estatal
18,Nayarit,2012,3,1741.57,1656.96,Estatal
18,Nayarit,2012,4,1741.91,1649.66,Estatal
18,Nayarit,2013,1,1874.59,1778.13,Estatal
18,Nayarit,2013,2,1792.82,1692.18,Estatal
18,Nayarit,2013,3,1738.59,1643.97,Estatal
18,Nayarit,2013,4,1795.35,1689.74,Estatal
18,Nayarit,2014,1,1797.69,1680.17,Estatal
18,Nayarit,2014,2,1738.98,1642.78,Estatal
18,Nayarit,2014,3,1762.55,1648.15,Estatal
18,Nayarit,2014,4,1711.95,1583.12,Estatal
18,Nayarit,2015,1,1753.13,1647.31,Estatal
18,Nayarit,2015,2,1768.65,1652.45,Estatal
18,Nayarit,2015,3,1721.56,1596.48,Estatal
18,Nayarit,2015,4,1762.41,1630.51,Estatal
18,Nayarit,2016,1,1835.81,1669.44,Estatal
18,Nayarit,2016,2,1811.56,1655.36,Estatal
18,Nayarit,2016,3,1857.72,1714.53,Estatal
18,Nayarit,2016,4,1826.09,1671.73,Estatal
18,Nayarit,2017,1,1865.45,1735.53,Estatal
18,Nayarit,2017,2,1844.67,1686.18,Estatal
18,Nayarit,2017,3,1809.73,1600.16,Estatal
18,Nayarit,2017,4,1953.36,1750.58,Estatal
18,Nayarit,2018,1,1948.26,1772.35,Estatal
18,Nayarit,2018,2,1969.95,1799.32,Estatal
18,Nayarit,2018,3,1927.1,1744.01,Estatal
18,Nayarit,2018,4,1850.97,1677.54,Estatal
18,Nayarit,2019,1,1922.21,1727.03,Estatal
18,Nayarit,2019,2,1884.21,1696,Estatal
18,Nayarit,2019,3,1836.36,1657.55,Estatal
18,Nayarit,2019,4,1845.23,1673.4,Estatal
18,Nayarit,2020,1,2002.4,1786.71,Estatal
18,Nayarit,2020,3,2206.8,1944.97,Estatal
18,Nayarit,2020,4,2171.81,1916.24,Estatal
19,Nuevo León,2005,1,2753.52,3077.33,Estatal
19,Nuevo León,2005,2,2837.69,3063.9,Estatal
19,Nuevo León,2005,3,2894.13,3144.13,Estatal
19,Nuevo León,2005,4,2863.09,3166.29,Estatal
19,Nuevo León,2006,1,2885.72,3158.66,Estatal
19,Nuevo León,2006,2,2925.66,3227.92,Estatal
19,Nuevo León,2006,3,3077.89,3354.17,Estatal
19,Nuevo León,2006,4,2940.29,3124.57,Estatal
19,Nuevo León,2007,1,2984.23,3147.11,Estatal
19,Nuevo León,2007,2,2956.88,3157.44,Estatal
19,Nuevo León,2007,3,3000.29,3204.51,Estatal
19,Nuevo León,2007,4,3028.63,3210.16,Estatal
19,Nuevo León,2008,1,2909.46,3095.83,Estatal
19,Nuevo León,2008,2,2865.19,3006.86,Estatal
19,Nuevo León,2008,3,2869.37,2993.38,Estatal
19,Nuevo León,2008,4,2675.08,2757.19,Estatal
19,Nuevo León,2009,1,2554.25,2626.1,Estatal
19,Nuevo León,2009,2,2557.59,2569.09,Estatal
19,Nuevo León,2009,3,2414.16,2395.3,Estatal
19,Nuevo León,2009,4,2511.75,2518.91,Estatal
19,Nuevo León,2010,1,2541.46,2541.46,Estatal
19,Nuevo León,2010,2,2539.77,2551.69,Estatal
19,Nuevo León,2010,3,2499.16,2540.59,Estatal
19,Nuevo León,2010,4,2429.68,2452.85,Estatal
19,Nuevo León,2011,1,2359.49,2373.23,Estatal
19,Nuevo León,2011,2,2380.31,2386.49,Estatal
19,Nuevo León,2011,3,2334.23,2348.22,Estatal
19,Nuevo León,2011,4,2364.25,2362.78,Estatal
19,Nuevo León,2012,1,2277.74,2251.38,Estatal
19,Nuevo León,2012,2,2327.51,2274.49,Estatal
19,Nuevo León,2012,3,2409.29,2293.59,Estatal
19,Nuevo León,2012,4,2302.77,2181.89,Estatal
19,Nuevo León,2013,1,2229.55,2114.89,Estatal
19,Nuevo León,2013,2,2386.57,2252.93,Estatal
19,Nuevo León,2013,3,2255.12,2130.94,Estatal
19,Nuevo León,2013,4,2189.3,2060.46,Estatal
19,Nuevo León,2014,1,2105.74,1965.6,Estatal
19,Nuevo León,2014,2,2083.88,1962.68,Estatal
19,Nuevo León,2014,3,2271.85,2118.64,Estatal
19,Nuevo León,2014,4,2158.58,1993.53,Estatal
19,Nuevo León,2015,1,2172.01,2040.12,Estatal
19,Nuevo León,2015,2,2149.3,2008.19,Estatal
19,Nuevo León,2015,3,2226.16,2064.53,Estatal
19,Nuevo León,2015,4,2271.21,2101.58,Estatal
19,Nuevo León,2016,1,2188.04,1992.5,Estatal
19,Nuevo León,2016,2,2382.15,2177.82,Estatal
19,Nuevo León,2016,3,2323.23,2145.1,Estatal
19,Nuevo León,2016,4,2461.02,2255.9,Estatal
19,Nuevo León,2017,1,2438.68,2267.87,Estatal
19,Nuevo León,2017,2,2325.91,2126.75,Estatal
19,Nuevo León,2017,3,2427.19,2149.01,Estatal
19,Nuevo León,2017,4,2310.15,2071.47,Estatal
19,Nuevo León,2018,1,2299.14,2091.47,Estatal
19,Nuevo León,2018,2,2440.29,2227.98,Estatal
19,Nuevo León,2018,3,2471.68,2235.3,Estatal
19,Nuevo León,2018,4,2363.68,2142.91,Estatal
19,Nuevo León,2019,1,2436.91,2190.02,Estatal
19,Nuevo León,2019,2,2642.69,2378.69,Estatal
19,Nuevo León,2019,3,2705.87,2442,Estatal
19,Nuevo León,2019,4,2809.96,2547.74,Estatal
19,Nuevo León,2020,1,2940.46,2625.35,Estatal
19,Nuevo León,2020,3,2618.01,2310.32,Estatal
19,Nuevo León,2020,4,2856.78,2526.36,Estatal
20,Oaxaca,2005,1,1034.78,1164.31,Estatal
20,Oaxaca,2005,2,1050.36,1137.36,Estatal
20,Oaxaca,2005,3,1035.28,1129.46,Estatal
20,Oaxaca,2005,4,1074.65,1195.97,Estatal
20,Oaxaca,2006,1,1030.6,1132.42,Estatal
20,Oaxaca,2006,2,1098.04,1219.08,Estatal
20,Oaxaca,2006,3,1047.13,1145.73,Estatal
20,Oaxaca,2006,4,1023.03,1087.61,Estatal
20,Oaxaca,2007,1,1016.62,1073.13,Estatal
20,Oaxaca,2007,2,1099.53,1177.66,Estatal
20,Oaxaca,2007,3,1049.41,1124.89,Estatal
20,Oaxaca,2007,4,1026.46,1091.32,Estatal
20,Oaxaca,2008,1,1105.81,1182.09,Estatal
20,Oaxaca,2008,2,1122.54,1182.56,Estatal
20,Oaxaca,2008,3,1019.17,1066.4,Estatal
20,Oaxaca,2008,4,985.87,1017.57,Estatal
20,Oaxaca,2009,1,1028.98,1060.25,Estatal
20,Oaxaca,2009,2,997.45,1002.53,Estatal
20,Oaxaca,2009,3,996.55,989.08,Estatal
20,Oaxaca,2009,4,981.67,985.17,Estatal
20,Oaxaca,2010,1,1003.25,1003.25,Estatal
20,Oaxaca,2010,2,1020.13,1026.95,Estatal
20,Oaxaca,2010,3,974.04,993.75,Estatal
20,Oaxaca,2010,4,1022.55,1035.04,Estatal
20,Oaxaca,2011,1,1001.22,1009.91,Estatal
20,Oaxaca,2011,2,1011.57,1017.01,Estatal
20,Oaxaca,2011,3,1013.21,1022.62,Estatal
20,Oaxaca,2011,4,1032.45,1033.5,Estatal
20,Oaxaca,2012,1,1045.17,1033.57,Estatal
20,Oaxaca,2012,2,1087.93,1064.08,Estatal
20,Oaxaca,2012,3,1079.9,1027.06,Estatal
20,Oaxaca,2012,4,1030.8,976.01,Estatal
20,Oaxaca,2013,1,1022.96,970.31,Estatal
20,Oaxaca,2013,2,984.85,929.48,Estatal
20,Oaxaca,2013,3,996.42,942.52,Estatal
20,Oaxaca,2013,4,906.2,852.9,Estatal
20,Oaxaca,2014,1,983.96,920.39,Estatal
20,Oaxaca,2014,2,946.19,895.55,Estatal
20,Oaxaca,2014,3,928.36,869.52,Estatal
20,Oaxaca,2014,4,923.29,854.75,Estatal
20,Oaxaca,2015,1,933.87,877.74,Estatal
20,Oaxaca,2015,2,962.17,898.91,Estatal
20,Oaxaca,2015,3,955.31,885.86,Estatal
20,Oaxaca,2015,4,1004.97,929.61,Estatal
20,Oaxaca,2016,1,929.08,844.06,Estatal
20,Oaxaca,2016,2,977.94,893.27,Estatal
20,Oaxaca,2016,3,942.08,869.23,Estatal
20,Oaxaca,2016,4,982.62,898.97,Estatal
20,Oaxaca,2017,1,947.23,881.52,Estatal
20,Oaxaca,2017,2,938.33,857.51,Estatal
20,Oaxaca,2017,3,931.59,822.65,Estatal
20,Oaxaca,2017,4,912.95,817.8,Estatal
20,Oaxaca,2018,1,933.26,849.02,Estatal
20,Oaxaca,2018,2,977.91,893.56,Estatal
20,Oaxaca,2018,3,943.03,853.83,Estatal
20,Oaxaca,2018,4,963.27,872.74,Estatal
20,Oaxaca,2019,1,1031.56,926.54,Estatal
20,Oaxaca,2019,2,1016.43,914.9,Estatal
20,Oaxaca,2019,3,1022.45,923.04,Estatal
20,Oaxaca,2019,4,1025.84,930.61,Estatal
20,Oaxaca,2020,1,1098.89,979.92,Estatal
20,Oaxaca,2020,3,1062.29,934.16,Estatal
20,Oaxaca,2020,4,1129.19,993.87,Estatal
21,Puebla,2005,1,1291.25,1446.53,Estatal
21,Puebla,2005,2,1261.33,1363.64,Estatal
21,Puebla,2005,3,1317,1433.71,Estatal
21,Puebla,2005,4,1346.85,1493.54,Estatal
21,Puebla,2006,1,1322.29,1450.22,Estatal
21,Puebla,2006,2,1313.26,1452.91,Estatal
21,Puebla,2006,3,1362.28,1487.83,Estatal
21,Puebla,2006,4,1353.57,1438.7,Estatal
21,Puebla,2007,1,1348.23,1422.48,Estatal
21,Puebla,2007,2,1406.69,1504.34,Estatal
21,Puebla,2007,3,1379.09,1475.19,Estatal
21,Puebla,2007,4,1350.46,1433.2,Estatal
21,Puebla,2008,1,1344.77,1433.81,Estatal
21,Puebla,2008,2,1328.27,1396.06,Estatal
21,Puebla,2008,3,1340.22,1399.96,Estatal
21,Puebla,2008,4,1346.96,1389.46,Estatal
21,Puebla,2009,1,1286.18,1323.86,Estatal
21,Puebla,2009,2,1236.82,1242.74,Estatal
21,Puebla,2009,3,1261.66,1252,Estatal
21,Puebla,2009,4,1247.78,1251.85,Estatal
21,Puebla,2010,1,1235.62,1235.62,Estatal
21,Puebla,2010,2,1297.6,1304.9,Estatal
21,Puebla,2010,3,1335.79,1360.86,Estatal
21,Puebla,2010,4,1243.43,1257.17,Estatal
21,Puebla,2011,1,1287.86,1297.31,Estatal
21,Puebla,2011,2,1274.16,1279.28,Estatal
21,Puebla,2011,3,1231.47,1240.98,Estatal
21,Puebla,2011,4,1278.55,1278.82,Estatal
21,Puebla,2012,1,1352.17,1336.91,Estatal
21,Puebla,2012,2,1313.41,1284.09,Estatal
21,Puebla,2012,3,1347.43,1282.14,Estatal
21,Puebla,2012,4,1339.92,1269.13,Estatal
21,Puebla,2013,1,1364.53,1294.33,Estatal
21,Puebla,2013,2,1274.05,1202.56,Estatal
21,Puebla,2013,3,1280.54,1210.64,Estatal
21,Puebla,2013,4,1276.37,1201.29,Estatal
21,Puebla,2014,1,1292.74,1208,Estatal
21,Puebla,2014,2,1273.37,1201.98,Estatal
21,Puebla,2014,3,1288.68,1204.31,Estatal
21,Puebla,2014,4,1291.91,1194.41,Estatal
21,Puebla,2015,1,1293.19,1215.03,Estatal
21,Puebla,2015,2,1310.22,1224.15,Estatal
21,Puebla,2015,3,1308.64,1213.57,Estatal
21,Puebla,2015,4,1317.67,1219.08,Estatal
21,Puebla,2016,1,1306.16,1188.05,Estatal
21,Puebla,2016,2,1319.16,1205.59,Estatal
21,Puebla,2016,3,1376.76,1270.83,Estatal
21,Puebla,2016,4,1320.11,1208.86,Estatal
21,Puebla,2017,1,1359.51,1264.66,Estatal
21,Puebla,2017,2,1367.32,1249.9,Estatal
21,Puebla,2017,3,1337.9,1183.3,Estatal
21,Puebla,2017,4,1354.61,1213.95,Estatal
21,Puebla,2018,1,1434.88,1305.31,Estatal
21,Puebla,2018,2,1411.56,1289.26,Estatal
21,Puebla,2018,3,1435.37,1299,Estatal
21,Puebla,2018,4,1424.5,1290.96,Estatal
21,Puebla,2019,1,1485.43,1334.57,Estatal
21,Puebla,2019,2,1453.18,1308.03,Estatal
21,Puebla,2019,3,1520.09,1372.07,Estatal
21,Puebla,2019,4,1551.15,1406.8,Estatal
21,Puebla,2020,1,1613.21,1439.4,Estatal
21,Puebla,2020,3,1308.66,1153.69,Estatal
21,Puebla,2020,4,1357.11,1197.97,Estatal
22,Querétaro,2005,1,1808.04,2026.91,Estatal
22,Querétaro,2005,2,1887.79,2041.39,Estatal
22,Querétaro,2005,3,1928.81,2100.31,Estatal
22,Querétaro,2005,4,1968.53,2184.29,Estatal
22,Querétaro,2006,1,1947.38,2136.12,Estatal
22,Querétaro,2006,2,1918.11,2124.05,Estatal
22,Querétaro,2006,3,2003.49,2188.35,Estatal
22,Querétaro,2006,4,2024.93,2152.33,Estatal
22,Querétaro,2007,1,1960.51,2068.54,Estatal
22,Querétaro,2007,2,1959.94,2096.86,Estatal
22,Querétaro,2007,3,1957.26,2094.45,Estatal
22,Querétaro,2007,4,1886.04,2002.59,Estatal
22,Querétaro,2008,1,1849.02,1972.32,Estatal
22,Querétaro,2008,2,1905.15,2003.29,Estatal
22,Querétaro,2008,3,1797.82,1878.77,Estatal
22,Querétaro,2008,4,1784.89,1841.21,Estatal
22,Querétaro,2009,1,1737.87,1788.78,Estatal
22,Querétaro,2009,2,1634.77,1642.65,Estatal
22,Querétaro,2009,3,1601,1588.79,Estatal
22,Querétaro,2009,4,1662.35,1667.75,Estatal
22,Querétaro,2010,1,1653.21,1653.21,Estatal
22,Querétaro,2010,2,1692.61,1702.48,Estatal
22,Querétaro,2010,3,1687.34,1719.15,Estatal
22,Querétaro,2010,4,1592.31,1610.09,Estatal
22,Querétaro,2011,1,1686.58,1699.26,Estatal
22,Querétaro,2011,2,1767.77,1775.15,Estatal
22,Querétaro,2011,3,1638.37,1651.65,Estatal
22,Querétaro,2011,4,1647.02,1647.31,Estatal
22,Querétaro,2012,1,1713.32,1693.93,Estatal
22,Querétaro,2012,2,1723.57,1685.15,Estatal
22,Querétaro,2012,3,1610.33,1532.05,Estatal
22,Querétaro,2012,4,1531.43,1450.49,Estatal
22,Querétaro,2013,1,1655.11,1569.94,Estatal
22,Querétaro,2013,2,1592.73,1503.34,Estatal
22,Querétaro,2013,3,1641.96,1552.4,Estatal
22,Querétaro,2013,4,1624.37,1528.82,Estatal
22,Querétaro,2014,1,1648.94,1540.83,Estatal
22,Querétaro,2014,2,1602.93,1513.43,Estatal
22,Querétaro,2014,3,1519.9,1421.06,Estatal
22,Querétaro,2014,4,1558.52,1441.73,Estatal
22,Querétaro,2015,1,1723.85,1619.7,Estatal
22,Querétaro,2015,2,1720.98,1607.92,Estatal
22,Querétaro,2015,3,1698.98,1575.53,Estatal
22,Querétaro,2015,4,1678.5,1552.81,Estatal
22,Querétaro,2016,1,1806.21,1642.34,Estatal
22,Querétaro,2016,2,1720.28,1571.91,Estatal
22,Querétaro,2016,3,1752.9,1617.86,Estatal
22,Querétaro,2016,4,1696.49,1553.33,Estatal
22,Querétaro,2017,1,1764.1,1641.1,Estatal
22,Querétaro,2017,2,1628.69,1488.81,Estatal
22,Querétaro,2017,3,1571.22,1388.98,Estatal
22,Querétaro,2017,4,1671.08,1497.52,Estatal
22,Querétaro,2018,1,1926.64,1752.68,Estatal
22,Querétaro,2018,2,1903.28,1738.46,Estatal
22,Querétaro,2018,3,1852.12,1676.27,Estatal
22,Querétaro,2018,4,1863.11,1688.45,Estatal
22,Querétaro,2019,1,1946.52,1748.82,Estatal
22,Querétaro,2019,2,1848.78,1664.1,Estatal
22,Querétaro,2019,3,1773.88,1601.22,Estatal
22,Querétaro,2019,4,1861.93,1688.8,Estatal
22,Querétaro,2020,1,2022.13,1804.05,Estatal
22,Querétaro,2020,3,1730.97,1524.89,Estatal
22,Querétaro,2020,4,1942.45,1713.32,Estatal
23,Quintana Roo,2005,1,2683.94,3000.86,Estatal
23,Quintana Roo,2005,2,2650.08,2861.92,Estatal
23,Quintana Roo,2005,3,2863.97,3112.53,Estatal
23,Quintana Roo,2005,4,2893.69,3201.72,Estatal
23,Quintana Roo,2006,1,2882.75,3156.78,Estatal
23,Quintana Roo,2006,2,2948.12,3254.64,Estatal
23,Quintana Roo,2006,3,3293.23,3590.36,Estatal
23,Quintana Roo,2006,4,3039.15,3229.78,Estatal
23,Quintana Roo,2007,1,3069.53,3237.48,Estatal
23,Quintana Roo,2007,2,3047.24,3255.26,Estatal
23,Quintana Roo,2007,3,3016.34,3222.9,Estatal
23,Quintana Roo,2007,4,3044.67,3228.41,Estatal
23,Quintana Roo,2008,1,3206.06,3413.53,Estatal
23,Quintana Roo,2008,2,3184.63,3343.49,Estatal
23,Quintana Roo,2008,3,3101.14,3236.38,Estatal
23,Quintana Roo,2008,4,2716.19,2799.85,Estatal
23,Quintana Roo,2009,1,2878.2,2960.04,Estatal
23,Quintana Roo,2009,2,2720.63,2733.05,Estatal
23,Quintana Roo,2009,3,2539.65,2519.87,Estatal
23,Quintana Roo,2009,4,2456.36,2463.52,Estatal
23,Quintana Roo,2010,1,2583.28,2583.28,Estatal
23,Quintana Roo,2010,2,2654.92,2667.9,Estatal
23,Quintana Roo,2010,3,2492.26,2534.52,Estatal
23,Quintana Roo,2010,4,2450.19,2474.18,Estatal
23,Quintana Roo,2011,1,2513.27,2528.9,Estatal
23,Quintana Roo,2011,2,2520.15,2527.62,Estatal
23,Quintana Roo,2011,3,2436.18,2451.51,Estatal
23,Quintana Roo,2011,4,2476.42,2475.22,Estatal
23,Quintana Roo,2012,1,2579.85,2550.08,Estatal
23,Quintana Roo,2012,2,2493.03,2436.35,Estatal
23,Quintana Roo,2012,3,2427.93,2311.11,Estatal
23,Quintana Roo,2012,4,2343.81,2220.54,Estatal
23,Quintana Roo,2013,1,2436.94,2311.61,Estatal
23,Quintana Roo,2013,2,2410.4,2275.35,Estatal
23,Quintana Roo,2013,3,2529.48,2390.49,Estatal
23,Quintana Roo,2013,4,2220.51,2089.84,Estatal
23,Quintana Roo,2014,1,2178.98,2033.98,Estatal
23,Quintana Roo,2014,2,2135.69,2011.47,Estatal
23,Quintana Roo,2014,3,2097.54,1955.75,Estatal
23,Quintana Roo,2014,4,2112.77,1951.14,Estatal
23,Quintana Roo,2015,1,2206.65,2072.57,Estatal
23,Quintana Roo,2015,2,2346.98,2192.9,Estatal
23,Quintana Roo,2015,3,2289.22,2123.02,Estatal
23,Quintana Roo,2015,4,2288.02,2117.14,Estatal
23,Quintana Roo,2016,1,2370.59,2158.76,Estatal
23,Quintana Roo,2016,2,2434.55,2225.67,Estatal
23,Quintana Roo,2016,3,2428.65,2242.39,Estatal
23,Quintana Roo,2016,4,2377.58,2179.16,Estatal
23,Quintana Roo,2017,1,2312.73,2150.82,Estatal
23,Quintana Roo,2017,2,2303.67,2106.42,Estatal
23,Quintana Roo,2017,3,2396.26,2121.46,Estatal
23,Quintana Roo,2017,4,2358.52,2114.81,Estatal
23,Quintana Roo,2018,1,2274.43,2068.99,Estatal
23,Quintana Roo,2018,2,2415.71,2205.48,Estatal
23,Quintana Roo,2018,3,2458.01,2222.92,Estatal
23,Quintana Roo,2018,4,2412.73,2187.41,Estatal
23,Quintana Roo,2019,1,2479.82,2228.54,Estatal
23,Quintana Roo,2019,2,2432.45,2189.46,Estatal
23,Quintana Roo,2019,3,2344.75,2116.1,Estatal
23,Quintana Roo,2019,4,2396.15,2172.55,Estatal
23,Quintana Roo,2020,1,2345.92,2094.46,Estatal
23,Quintana Roo,2020,3,1703.02,1503.12,Estatal
23,Quintana Roo,2020,4,1942.81,1718.17,Estatal
24,San Luis Potosí,2005,1,1575.86,1766.63,Estatal
24,San Luis Potosí,2005,2,1552.22,1678.32,Estatal
24,San Luis Potosí,2005,3,1549.66,1686.72,Estatal
24,San Luis Potosí,2005,4,1629.02,1806.66,Estatal
24,San Luis Potosí,2006,1,1654.66,1816.1,Estatal
24,San Luis Potosí,2006,2,1640.5,1817.25,Estatal
24,San Luis Potosí,2006,3,1678.3,1833.41,Estatal
24,San Luis Potosí,2006,4,1588.43,1688.34,Estatal
24,San Luis Potosí,2007,1,1524.39,1608.34,Estatal
24,San Luis Potosí,2007,2,1570.81,1680.14,Estatal
24,San Luis Potosí,2007,3,1630.19,1743.87,Estatal
24,San Luis Potosí,2007,4,1567.86,1664.5,Estatal
24,San Luis Potosí,2008,1,1564.23,1668.3,Estatal
24,San Luis Potosí,2008,2,1604.65,1686.93,Estatal
24,San Luis Potosí,2008,3,1570.37,1640.53,Estatal
24,San Luis Potosí,2008,4,1524.04,1571.84,Estatal
24,San Luis Potosí,2009,1,1497.54,1541.25,Estatal
24,San Luis Potosí,2009,2,1503.65,1510.95,Estatal
24,San Luis Potosí,2009,3,1429.42,1418.49,Estatal
24,San Luis Potosí,2009,4,1367.35,1371.91,Estatal
24,San Luis Potosí,2010,1,1384.37,1384.37,Estatal
24,San Luis Potosí,2010,2,1429.15,1437.6,Estatal
24,San Luis Potosí,2010,3,1433.04,1460.05,Estatal
24,San Luis Potosí,2010,4,1314,1328.67,Estatal
24,San Luis Potosí,2011,1,1287.95,1297.73,Estatal
24,San Luis Potosí,2011,2,1350.7,1356.52,Estatal
24,San Luis Potosí,2011,3,1322.57,1333,Estatal
24,San Luis Potosí,2011,4,1296.89,1297.19,Estatal
24,San Luis Potosí,2012,1,1284.71,1270.16,Estatal
24,San Luis Potosí,2012,2,1290.12,1261.28,Estatal
24,San Luis Potosí,2012,3,1298.55,1235.64,Estatal
24,San Luis Potosí,2012,4,1377.85,1305.05,Estatal
24,San Luis Potosí,2013,1,1278.2,1212.44,Estatal
24,San Luis Potosí,2013,2,1337.5,1262.4,Estatal
24,San Luis Potosí,2013,3,1355.53,1281.7,Estatal
24,San Luis Potosí,2013,4,1366.72,1286.33,Estatal
24,San Luis Potosí,2014,1,1310.7,1224.9,Estatal
