clave_ent,ent,anio,trimestre,pesos_constantes,canasta_alimentaria,desagregacion
8,Chihuahua,2019,1,2367.28,2127.24,Estatal
8,Chihuahua,2019,2,2429.4,2186.72,Estatal
8,Chihuahua,2019,3,2401.42,2167.38,Estatal
8,Chihuahua,2019,4,2433.01,2206.23,Estatal
8,Chihuahua,2020,1,2528.26,2256.36,Estatal
8,Chihuahua,2020,3,2471.33,2178.68,Estatal
8,Chihuahua,2020,4,2363.04,2086.73,Estatal
9,Ciudad de México,2005,1,2608.67,2913.74,Estatal
9,Ciudad de México,2005,2,2617.79,2825.64,Estatal
9,Ciudad de México,2005,3,2616.14,2841.1,Estatal
9,Ciudad de México,2005,4,2839.97,3139.04,Estatal
9,Ciudad de México,2006,1,2779.43,3041.23,Estatal
9,Ciudad de México,2006,2,2796.94,3084.13,Estatal
9,Ciudad de México,2006,3,2929.98,3191.7,Estatal
9,Ciudad de México,2006,4,2827.4,3004.47,Estatal
9,Ciudad de México,2007,1,2973.09,3135.08,Estatal
9,Ciudad de México,2007,2,2884.83,3079.54,Estatal
9,Ciudad de México,2007,3,2880.86,3075.93,Estatal
9,Ciudad de México,2007,4,2860.76,3031.37,Estatal
9,Ciudad de México,2008,1,2824.44,3004.12,Estatal
9,Ciudad de México,2008,2,2690.63,2822.74,Estatal
9,Ciudad de México,2008,3,2682.36,2797.58,Estatal
9,Ciudad de México,2008,4,2643.51,2724.22,Estatal
9,Ciudad de México,2009,1,2563.96,2635.32,Estatal
9,Ciudad de México,2009,2,2658.33,2670.05,Estatal
9,Ciudad de México,2009,3,2539.9,2519.95,Estatal
9,Ciudad de México,2009,4,2352.74,2359.25,Estatal
9,Ciudad de México,2010,1,2414.13,2414.13,Estatal
9,Ciudad de México,2010,2,2498.26,2509.52,Estatal
9,Ciudad de México,2010,3,2470.23,2510.06,Estatal
9,Ciudad de México,2010,4,2266.47,2287.44,Estatal
9,Ciudad de México,2011,1,2309.69,2322.35,Estatal
9,Ciudad de México,2011,2,2465.76,2471.15,Estatal
9,Ciudad de México,2011,3,2501.44,2515.2,Estatal
9,Ciudad de México,2011,4,2408.77,2406.69,Estatal
9,Ciudad de México,2012,1,2405.75,2377.77,Estatal
9,Ciudad de México,2012,2,2495.08,2438,Estatal
9,Ciudad de México,2012,3,2586.84,2462.86,Estatal
9,Ciudad de México,2012,4,2441.48,2313.52,Estatal
9,Ciudad de México,2013,1,2428.67,2303.79,Estatal
9,Ciudad de México,2013,2,2280.26,2152.63,Estatal
9,Ciudad de México,2013,3,2404.11,2271.41,Estatal
9,Ciudad de México,2013,4,2342.74,2204.86,Estatal
9,Ciudad de México,2014,1,2192.77,2046.21,Estatal
9,Ciudad de México,2014,2,2216.95,2086.51,Estatal
9,Ciudad de México,2014,3,2138.97,1993.37,Estatal
9,Ciudad de México,2014,4,2109.72,1947.81,Estatal
9,Ciudad de México,2015,1,2234.85,2098.89,Estatal
9,Ciudad de México,2015,2,2273.97,2124.7,Estatal
9,Ciudad de México,2015,3,2597.43,2408.88,Estatal
9,Ciudad de México,2015,4,2315.32,2142.48,Estatal
9,Ciudad de México,2016,1,2347.15,2138.32,Estatal
9,Ciudad de México,2016,2,2327.39,2128.04,Estatal
9,Ciudad de México,2016,3,2512.03,2319.69,Estatal
9,Ciudad de México,2016,4,2575.41,2361.35,Estatal
9,Ciudad de México,2017,1,2450.19,2278.34,Estatal
9,Ciudad de México,2017,2,2549.52,2331.5,Estatal
9,Ciudad de México,2017,3,2457.13,2176.42,Estatal
9,Ciudad de México,2017,4,2214.99,1986.52,Estatal
9,Ciudad de México,2018,1,2467.26,2244.37,Estatal
9,Ciudad de México,2018,2,2488.35,2271.46,Estatal
9,Ciudad de México,2018,3,2437.34,2203.85,Estatal
9,Ciudad de México,2018,4,2348.88,2129.74,Estatal
9,Ciudad de México,2019,1,2435.92,2189.31,Estatal
9,Ciudad de México,2019,2,2486.06,2237.7,Estatal
9,Ciudad de México,2019,3,2393.91,2160.38,Estatal
9,Ciudad de México,2019,4,2423.4,2197.1,Estatal
9,Ciudad de México,2020,1,2714.3,2423.71,Estatal
9,Ciudad de México,2020,3,1944.18,1716.52,Estatal
9,Ciudad de México,2020,4,2113.18,1869.6,Estatal
10,Durango,2005,1,1452.15,1629.48,Estatal
10,Durango,2005,2,1434.86,1552.34,Estatal
10,Durango,2005,3,1495.52,1628.63,Estatal
10,Durango,2005,4,1536.37,1705.46,Estatal
10,Durango,2006,1,1536.32,1685.86,Estatal
10,Durango,2006,2,1550.81,1717.95,Estatal
10,Durango,2006,3,1589.36,1735.93,Estatal
10,Durango,2006,4,1581.89,1681.48,Estatal
10,Durango,2007,1,1533.66,1618.18,Estatal
10,Durango,2007,2,1618.22,1731.05,Estatal
10,Durango,2007,3,1587.45,1698.67,Estatal
10,Durango,2007,4,1730.8,1837.5,Estatal
10,Durango,2008,1,1607.85,1715.49,Estatal
10,Durango,2008,2,1660.08,1745.9,Estatal
10,Durango,2008,3,1607.03,1679.62,Estatal
10,Durango,2008,4,1516.62,1564.44,Estatal
10,Durango,2009,1,1495.82,1540.01,Estatal
10,Durango,2009,2,1473.87,1481.09,Estatal
10,Durango,2009,3,1452.06,1441.03,Estatal
10,Durango,2009,4,1363.38,1367.93,Estatal
10,Durango,2010,1,1383.83,1383.83,Estatal
10,Durango,2010,2,1428.03,1436.87,Estatal
10,Durango,2010,3,1425.46,1452.67,Estatal
10,Durango,2010,4,1388.01,1403.89,Estatal
10,Durango,2011,1,1360.75,1371.56,Estatal
10,Durango,2011,2,1437.63,1443.96,Estatal
10,Durango,2011,3,1522.76,1535.27,Estatal
10,Durango,2011,4,1482.37,1483.25,Estatal
10,Durango,2012,1,1470.08,1453.57,Estatal
10,Durango,2012,2,1404.35,1373.13,Estatal
10,Durango,2012,3,1387.35,1319.85,Estatal
10,Durango,2012,4,1463.52,1385.95,Estatal
10,Durango,2013,1,1426.83,1353.4,Estatal
10,Durango,2013,2,1535.61,1449.38,Estatal
10,Durango,2013,3,1424.79,1347.3,Estatal
10,Durango,2013,4,1398.71,1316.43,Estatal
10,Durango,2014,1,1398.26,1306.86,Estatal
10,Durango,2014,2,1350.64,1276,Estatal
10,Durango,2014,3,1410.49,1318.78,Estatal
10,Durango,2014,4,1400.58,1295.33,Estatal
10,Durango,2015,1,1386,1302.3,Estatal
10,Durango,2015,2,1462.51,1366.42,Estatal
10,Durango,2015,3,1574.88,1460.44,Estatal
10,Durango,2015,4,1551.86,1435.63,Estatal
10,Durango,2016,1,1556.47,1414.99,Estatal
10,Durango,2016,2,1604.88,1466.45,Estatal
10,Durango,2016,3,1617.39,1492.69,Estatal
10,Durango,2016,4,1633.18,1495.1,Estatal
10,Durango,2017,1,1623.82,1510.77,Estatal
10,Durango,2017,2,1645.52,1504.13,Estatal
10,Durango,2017,3,1670.57,1476.73,Estatal
10,Durango,2017,4,1578.74,1414.59,Estatal
10,Durango,2018,1,1577.13,1434.74,Estatal
10,Durango,2018,2,1645.23,1502.87,Estatal
10,Durango,2018,3,1569.45,1420.51,Estatal
10,Durango,2018,4,1639.21,1485.49,Estatal
10,Durango,2019,1,1651.5,1483.7,Estatal
10,Durango,2019,2,1776.13,1598.71,Estatal
10,Durango,2019,3,1762.36,1590.81,Estatal
10,Durango,2019,4,1747.51,1584.94,Estatal
10,Durango,2020,1,1783.3,1591.16,Estatal
10,Durango,2020,3,1738.73,1532.17,Estatal
10,Durango,2020,4,1736.17,1532.27,Estatal
11,Guanajuato,2005,1,1534.58,1722.16,Estatal
11,Guanajuato,2005,2,1506.74,1629.57,Estatal
11,Guanajuato,2005,3,1471.48,1602.74,Estatal
11,Guanajuato,2005,4,1562.13,1734.5,Estatal
11,Guanajuato,2006,1,1515.51,1663.41,Estatal
11,Guanajuato,2006,2,1581.79,1752.31,Estatal
11,Guanajuato,2006,3,1579.89,1725.87,Estatal
11,Guanajuato,2006,4,1614.96,1716.6,Estatal
11,Guanajuato,2007,1,1629.33,1719.21,Estatal
11,Guanajuato,2007,2,1711.24,1830.38,Estatal
11,Guanajuato,2007,3,1609.93,1723.18,Estatal
11,Guanajuato,2007,4,1588.42,1686.75,Estatal
11,Guanajuato,2008,1,1554.87,1658.63,Estatal
11,Guanajuato,2008,2,1512.36,1590.61,Estatal
11,Guanajuato,2008,3,1479.9,1546.53,Estatal
11,Guanajuato,2008,4,1402.45,1446.64,Estatal
11,Guanajuato,2009,1,1433.85,1476.23,Estatal
11,Guanajuato,2009,2,1366.85,1373.52,Estatal
11,Guanajuato,2009,3,1428.46,1417.57,Estatal
11,Guanajuato,2009,4,1411.35,1416.03,Estatal
11,Guanajuato,2010,1,1361.47,1361.47,Estatal
11,Guanajuato,2010,2,1363.84,1371.88,Estatal
11,Guanajuato,2010,3,1396,1422.47,Estatal
11,Guanajuato,2010,4,1424.45,1440.25,Estatal
11,Guanajuato,2011,1,1372.47,1382.84,Estatal
11,Guanajuato,2011,2,1426.01,1432.54,Estatal
11,Guanajuato,2011,3,1433.1,1444.87,Estatal
11,Guanajuato,2011,4,1384.18,1384.8,Estatal
11,Guanajuato,2012,1,1402.49,1386.64,Estatal
11,Guanajuato,2012,2,1431.23,1399.36,Estatal
11,Guanajuato,2012,3,1475.37,1403.67,Estatal
11,Guanajuato,2012,4,1458.16,1381.06,Estatal
11,Guanajuato,2013,1,1412.75,1340.05,Estatal
11,Guanajuato,2013,2,1423.92,1343.97,Estatal
11,Guanajuato,2013,3,1506.87,1424.84,Estatal
11,Guanajuato,2013,4,1492.07,1404.29,Estatal
11,Guanajuato,2014,1,1443.45,1349.01,Estatal
11,Guanajuato,2014,2,1435.12,1355.82,Estatal
11,Guanajuato,2014,3,1497.9,1400.59,Estatal
11,Guanajuato,2014,4,1445.86,1337.38,Estatal
11,Guanajuato,2015,1,1425.2,1339.2,Estatal
11,Guanajuato,2015,2,1517.05,1417.37,Estatal
11,Guanajuato,2015,3,1480.79,1373.17,Estatal
11,Guanajuato,2015,4,1554.18,1437.8,Estatal
11,Guanajuato,2016,1,1558.75,1416.88,Estatal
11,Guanajuato,2016,2,1662.63,1519.19,Estatal
11,Guanajuato,2016,3,1539.44,1420.71,Estatal
11,Guanajuato,2016,4,1605.15,1469.45,Estatal
11,Guanajuato,2017,1,1589.58,1478.89,Estatal
11,Guanajuato,2017,2,1614.78,1475.91,Estatal
11,Guanajuato,2017,3,1601.6,1415.7,Estatal
11,Guanajuato,2017,4,1688.68,1513.16,Estatal
11,Guanajuato,2018,1,1755.71,1597.21,Estatal
11,Guanajuato,2018,2,1785.72,1631.22,Estatal
11,Guanajuato,2018,3,1746.01,1580.36,Estatal
11,Guanajuato,2018,4,1721.89,1560.42,Estatal
11,Guanajuato,2019,1,1721,1546.16,Estatal
11,Guanajuato,2019,2,1760.7,1584.83,Estatal
11,Guanajuato,2019,3,1753.73,1583.03,Estatal
11,Guanajuato,2019,4,1735.48,1574.13,Estatal
11,Guanajuato,2020,1,1753.87,1564.76,Estatal
11,Guanajuato,2020,3,1609.34,1417.79,Estatal
11,Guanajuato,2020,4,1661.06,1465.22,Estatal
12,Guerrero,2005,1,1056.75,1186.2,Estatal
12,Guerrero,2005,2,1099.67,1189.27,Estatal
12,Guerrero,2005,3,1090.62,1187.34,Estatal
12,Guerrero,2005,4,1069.6,1186.88,Estatal
12,Guerrero,2006,1,1172.08,1286.05,Estatal
12,Guerrero,2006,2,1177.21,1303.47,Estatal
12,Guerrero,2006,3,1166.17,1274.14,Estatal
12,Guerrero,2006,4,1138.23,1209.9,Estatal
12,Guerrero,2007,1,1143.04,1206.27,Estatal
12,Guerrero,2007,2,1120.77,1199.22,Estatal
12,Guerrero,2007,3,1107.71,1185.8,Estatal
12,Guerrero,2007,4,1117.27,1186.53,Estatal
12,Guerrero,2008,1,1209.11,1290.73,Estatal
12,Guerrero,2008,2,1198.01,1260.03,Estatal
12,Guerrero,2008,3,1151.35,1203.45,Estatal
12,Guerrero,2008,4,1033.41,1065.93,Estatal
12,Guerrero,2009,1,1104.8,1137.4,Estatal
12,Guerrero,2009,2,1071.18,1076.39,Estatal
12,Guerrero,2009,3,1045.38,1037.37,Estatal
12,Guerrero,2009,4,1057.18,1060.65,Estatal
12,Guerrero,2010,1,1087.56,1087.56,Estatal
12,Guerrero,2010,2,1072.79,1079.14,Estatal
12,Guerrero,2010,3,1000.12,1018.9,Estatal
12,Guerrero,2010,4,969.78,980.39,Estatal
12,Guerrero,2011,1,1090.18,1098.45,Estatal
12,Guerrero,2011,2,1041.36,1045.83,Estatal
12,Guerrero,2011,3,1001.74,1009.53,Estatal
12,Guerrero,2011,4,973.43,973.77,Estatal
12,Guerrero,2012,1,992.56,981.34,Estatal
12,Guerrero,2012,2,1021.97,999.23,Estatal
12,Guerrero,2012,3,932.89,887.68,Estatal
12,Guerrero,2012,4,908.87,860.82,Estatal
12,Guerrero,2013,1,1018.94,966.51,Estatal
12,Guerrero,2013,2,1001.22,945.02,Estatal
12,Guerrero,2013,3,992.9,938.72,Estatal
12,Guerrero,2013,4,953.89,897.78,Estatal
12,Guerrero,2014,1,995.28,929.84,Estatal
12,Guerrero,2014,2,1009.44,953.04,Estatal
12,Guerrero,2014,3,904.8,845.14,Estatal
12,Guerrero,2014,4,967.23,894.2,Estatal
12,Guerrero,2015,1,979.8,920.59,Estatal
12,Guerrero,2015,2,950.2,887.78,Estatal
12,Guerrero,2015,3,929.93,862.38,Estatal
12,Guerrero,2015,4,930.95,861.3,Estatal
12,Guerrero,2016,1,990.3,900.76,Estatal
12,Guerrero,2016,2,981.52,896.95,Estatal
12,Guerrero,2016,3,931.35,859.7,Estatal
12,Guerrero,2016,4,925.59,847.72,Estatal
12,Guerrero,2017,1,1041.57,968.96,Estatal
12,Guerrero,2017,2,982.76,898.34,Estatal
12,Guerrero,2017,3,932.74,824.73,Estatal
12,Guerrero,2017,4,915.57,820.47,Estatal
12,Guerrero,2018,1,984.63,895.74,Estatal
12,Guerrero,2018,2,994.3,908.27,Estatal
12,Guerrero,2018,3,933.86,845.15,Estatal
12,Guerrero,2018,4,960.99,870.88,Estatal
12,Guerrero,2019,1,1012.71,909.82,Estatal
12,Guerrero,2019,2,1005.66,905.2,Estatal
12,Guerrero,2019,3,1016.12,917.22,Estatal
12,Guerrero,2019,4,1016.3,921.79,Estatal
12,Guerrero,2020,1,1154.71,1030.22,Estatal
12,Guerrero,2020,3,967.98,852.37,Estatal
12,Guerrero,2020,4,1123.37,991.28,Estatal
13,Hidalgo,2005,1,1374.51,1548.09,Estatal
13,Hidalgo,2005,2,1401.33,1518.46,Estatal
13,Hidalgo,2005,3,1339.15,1462.48,Estatal
13,Hidalgo,2005,4,1352.68,1506.88,Estatal
13,Hidalgo,2006,1,1317.55,1449.36,Estatal
13,Hidalgo,2006,2,1406.57,1562.82,Estatal
13,Hidalgo,2006,3,1476.39,1616.34,Estatal
13,Hidalgo,2006,4,1423.15,1513.03,Estatal
13,Hidalgo,2007,1,1433.88,1513.71,Estatal
13,Hidalgo,2007,2,1461.09,1565.64,Estatal
13,Hidalgo,2007,3,1387.44,1487.47,Estatal
13,Hidalgo,2007,4,1465.87,1559.21,Estatal
13,Hidalgo,2008,1,1331.81,1424.2,Estatal
13,Hidalgo,2008,2,1405.95,1481.2,Estatal
13,Hidalgo,2008,3,1418.57,1484.7,Estatal
13,Hidalgo,2008,4,1302.43,1344.57,Estatal
13,Hidalgo,2009,1,1349.42,1391.05,Estatal
13,Hidalgo,2009,2,1346.21,1353.25,Estatal
13,Hidalgo,2009,3,1350.26,1340.19,Estatal
13,Hidalgo,2009,4,1343.52,1348.54,Estatal
13,Hidalgo,2010,1,1265.88,1265.88,Estatal
13,Hidalgo,2010,2,1371.14,1380.72,Estatal
13,Hidalgo,2010,3,1394.37,1423.92,Estatal
13,Hidalgo,2010,4,1339.35,1356.48,Estatal
13,Hidalgo,2011,1,1315.43,1327.51,Estatal
13,Hidalgo,2011,2,1353.83,1361.65,Estatal
13,Hidalgo,2011,3,1356.2,1369.7,Estatal
13,Hidalgo,2011,4,1400.69,1402.39,Estatal
13,Hidalgo,2012,1,1312.9,1298.4,Estatal
13,Hidalgo,2012,2,1481.57,1449.17,Estatal
13,Hidalgo,2012,3,1433.26,1363.02,Estatal
13,Hidalgo,2012,4,1403.3,1328.6,Estatal
13,Hidalgo,2013,1,1328.97,1260.55,Estatal
13,Hidalgo,2013,2,1471.03,1388.26,Estatal
13,Hidalgo,2013,3,1392.99,1317.99,Estatal
13,Hidalgo,2013,4,1421.09,1337.54,Estatal
13,Hidalgo,2014,1,1420.34,1329.01,Estatal
13,Hidalgo,2014,2,1386.5,1313.33,Estatal
13,Hidalgo,2014,3,1398.86,1311.33,Estatal
13,Hidalgo,2014,4,1361.9,1261.39,Estatal
13,Hidalgo,2015,1,1422.21,1336.84,Estatal
13,Hidalgo,2015,2,1446.24,1351.15,Estatal
13,Hidalgo,2015,3,1438.6,1334,Estatal
13,Hidalgo,2015,4,1475.82,1365.08,Estatal
13,Hidalgo,2016,1,1420.44,1289.43,Estatal
13,Hidalgo,2016,2,1397.35,1276.21,Estatal
13,Hidalgo,2016,3,1493.8,1378.1,Estatal
13,Hidalgo,2016,4,1450.87,1327.18,Estatal
13,Hidalgo,2017,1,1277.09,1188.51,Estatal
13,Hidalgo,2017,2,1345.49,1229.51,Estatal
13,Hidalgo,2017,3,1369.6,1209.59,Estatal
13,Hidalgo,2017,4,1298.26,1162.72,Estatal
13,Hidalgo,2018,1,1316.12,1197.34,Estatal
13,Hidalgo,2018,2,1331.98,1217.1,Estatal
13,Hidalgo,2018,3,1394.32,1262.82,Estatal
13,Hidalgo,2018,4,1358.02,1230.31,Estatal
13,Hidalgo,2019,1,1409.75,1266.19,Estatal
13,Hidalgo,2019,2,1380.93,1243,Estatal
13,Hidalgo,2019,3,1341.07,1210.74,Estatal
13,Hidalgo,2019,4,1312.81,1191.07,Estatal
13,Hidalgo,2020,1,1408.05,1255.49,Estatal
13,Hidalgo,2020,3,1178.79,1036.73,Estatal
13,Hidalgo,2020,4,1304.03,1148.71,Estatal
14,Jalisco,2005,1,1935.66,2166.47,Estatal
14,Jalisco,2005,2,1980.04,2139.5,Estatal
14,Jalisco,2005,3,1995.29,2169.52,Estatal
14,Jalisco,2005,4,2007.78,2223.33,Estatal
14,Jalisco,2006,1,2128.21,2331.52,Estatal
14,Jalisco,2006,2,2159.6,2385.89,Estatal
14,Jalisco,2006,3,2093.76,2283.77,Estatal
14,Jalisco,2006,4,2063.64,2193.2,Estatal
14,Jalisco,2007,1,2076.66,2190.45,Estatal
14,Jalisco,2007,2,2192.8,2343.13,Estatal
14,Jalisco,2007,3,2165.28,2314.64,Estatal
14,Jalisco,2007,4,2192.77,2325.68,Estatal
14,Jalisco,2008,1,2214.59,2358.35,Estatal
14,Jalisco,2008,2,2253.87,2366.82,Estatal
14,Jalisco,2008,3,2081.45,2172.74,Estatal
14,Jalisco,2008,4,2008.66,2070.87,Estatal
14,Jalisco,2009,1,1937.52,1992.95,Estatal
14,Jalisco,2009,2,1941.51,1950.47,Estatal
14,Jalisco,2009,3,1874.98,1860.46,Estatal
14,Jalisco,2009,4,1907.22,1912.92,Estatal
14,Jalisco,2010,1,1829.41,1829.41,Estatal
14,Jalisco,2010,2,1917.71,1927.6,Estatal
14,Jalisco,2010,3,1849.17,1881.15,Estatal
14,Jalisco,2010,4,1848.07,1866.75,Estatal
14,Jalisco,2011,1,1914.05,1926.18,Estatal
14,Jalisco,2011,2,1866.49,1872.32,Estatal
14,Jalisco,2011,3,1849.64,1862.17,Estatal
14,Jalisco,2011,4,1835.88,1835.52,Estatal
14,Jalisco,2012,1,1887.88,1866.26,Estatal
14,Jalisco,2012,2,1981,1936.26,Estatal
14,Jalisco,2012,3,1941.16,1847.49,Estatal
14,Jalisco,2012,4,1923.46,1822.26,Estatal
14,Jalisco,2013,1,1959.04,1858.28,Estatal
14,Jalisco,2013,2,1972.91,1862.35,Estatal
14,Jalisco,2013,3,1954.22,1846.94,Estatal
14,Jalisco,2013,4,1912.81,1800.26,Estatal
14,Jalisco,2014,1,1887.04,1761.99,Estatal
14,Jalisco,2014,2,1940.6,1829.45,Estatal
14,Jalisco,2014,3,1929.57,1800.77,Estatal
14,Jalisco,2014,4,1835.26,1695.81,Estatal
14,Jalisco,2015,1,1909.98,1794.15,Estatal
14,Jalisco,2015,2,1905.05,1779.95,Estatal
14,Jalisco,2015,3,1990.76,1846.18,Estatal
14,Jalisco,2015,4,2007.01,1856.99,Estatal
14,Jalisco,2016,1,2041.07,1857.74,Estatal
14,Jalisco,2016,2,2012.93,1840.05,Estatal
14,Jalisco,2016,3,2061.72,1903.41,Estatal
14,Jalisco,2016,4,2059.55,1887.17,Estatal
14,Jalisco,2017,1,2165.81,2014.37,Estatal
14,Jalisco,2017,2,2083.08,1904.54,Estatal
14,Jalisco,2017,3,2118.16,1874.27,Estatal
14,Jalisco,2017,4,2088.7,1872.61,Estatal
14,Jalisco,2018,1,2152.51,1958.11,Estatal
14,Jalisco,2018,2,2098.19,1915.87,Estatal
14,Jalisco,2018,3,2115.77,1913.93,Estatal
14,Jalisco,2018,4,2114.26,1916.55,Estatal
14,Jalisco,2019,1,2194.42,1971.86,Estatal
14,Jalisco,2019,2,2235.22,2011.93,Estatal
14,Jalisco,2019,3,2163.83,1952.96,Estatal
14,Jalisco,2019,4,2244.24,2035.05,Estatal
14,Jalisco,2020,1,2349.72,2097.32,Estatal
14,Jalisco,2020,3,2202.7,1942.97,Estatal
14,Jalisco,2020,4,2240.64,1979.75,Estatal
15,Estado de México,2005,1,1660.71,1858.93,Estatal
15,Estado de México,2005,2,1764.36,1906.33,Estatal
15,Estado de México,2005,3,1809.45,1967.39,Estatal
15,Estado de México,2005,4,1780.53,1972.2,Estatal
15,Estado de México,2006,1,1876.65,2056.07,Estatal
15,Estado de México,2006,2,1841.47,2034.44,Estatal
15,Estado de México,2006,3,1900.63,2072.83,Estatal
15,Estado de México,2006,4,1804.75,1918.04,Estatal
15,Estado de México,2007,1,1775.29,1872.54,Estatal
15,Estado de México,2007,2,1871.12,1999.28,Estatal
15,Estado de México,2007,3,1787.33,1910.56,Estatal
15,Estado de México,2007,4,1739.7,1845.44,Estatal
15,Estado de México,2008,1,1756.66,1870.83,Estatal
15,Estado de México,2008,2,1822.58,1914.26,Estatal
15,Estado de México,2008,3,1769.67,1847.39,Estatal
15,Estado de México,2008,4,1654.22,1705.52,Estatal
15,Estado de México,2009,1,1762.54,1812.88,Estatal
15,Estado de México,2009,2,1800.07,1808.36,Estatal
15,Estado de México,2009,3,1764.36,1750.69,Estatal
15,Estado de México,2009,4,1702.72,1707.85,Estatal
15,Estado de México,2010,1,1688.69,1688.69,Estatal
15,Estado de México,2010,2,1783.3,1792.43,Estatal
15,Estado de México,2010,3,1792.69,1823.97,Estatal
15,Estado de México,2010,4,1724.42,1741.93,Estatal
15,Estado de México,2011,1,1807.68,1819.29,Estatal
15,Estado de México,2011,2,1846.2,1852.21,Estatal
15,Estado de México,2011,3,1912.29,1925.13,Estatal
15,Estado de México,2011,4,1753,1752.57,Estatal
15,Estado de México,2012,1,1792.6,1772.04,Estatal
15,Estado de México,2012,2,1803.47,1762.77,Estatal
15,Estado de México,2012,3,1743.04,1658.97,Estatal
15,Estado de México,2012,4,1674.85,1586.69,Estatal
15,Estado de México,2013,1,1756.82,1666.46,Estatal
15,Estado de México,2013,2,1670.48,1576.87,Estatal
15,Estado de México,2013,3,1562.42,1476.74,Estatal
15,Estado de México,2013,4,1737.4,1635.17,Estatal
15,Estado de México,2014,1,1647.16,1538.1,Estatal
15,Estado de México,2014,2,1574.77,1484.59,Estatal
15,Estado de México,2014,3,1591.13,1484.86,Estatal
15,Estado de México,2014,4,1526.03,1409.94,Estatal
15,Estado de México,2015,1,1568.12,1473.06,Estatal
15,Estado de México,2015,2,1515.9,1416.36,Estatal
15,Estado de México,2015,3,1574.18,1459.87,Estatal
15,Estado de México,2015,4,1614.74,1494.04,Estatal
15,Estado de México,2016,1,1595.72,1452.49,Estatal
15,Estado de México,2016,2,1611.55,1473.15,Estatal
15,Estado de México,2016,3,1727.95,1595.31,Estatal
15,Estado de México,2016,4,1636.89,1499.9,Estatal
15,Estado de México,2017,1,1651.25,1535.75,Estatal
15,Estado de México,2017,2,1641.07,1500.41,Estatal
15,Estado de México,2017,3,1673.58,1481.18,Estatal
15,Estado de México,2017,4,1633.18,1464.26,Estatal
15,Estado de México,2018,1,1698.21,1544.84,Estatal
15,Estado de México,2018,2,1725.24,1575.32,Estatal
15,Estado de México,2018,3,1689.06,1527.91,Estatal
15,Estado de México,2018,4,1670.68,1514.45,Estatal
15,Estado de México,2019,1,1704.68,1531.84,Estatal
15,Estado de México,2019,2,1711.22,1540.28,Estatal
15,Estado de México,2019,3,1667.89,1505.33,Estatal
15,Estado de México,2019,4,1720.85,1560.4,Estatal
15,Estado de México,2020,1,1785.51,1593.8,Estatal
15,Estado de México,2020,3,1494.13,1317.71,Estatal
15,Estado de México,2020,4,1659.94,1466.74,Estatal
16,Michoacán,2005,1,1472.69,1651.72,Estatal
16,Michoacán,2005,2,1417.42,1533.01,Estatal
16,Michoacán,2005,3,1414.28,1539.81,Estatal
16,Michoacán,2005,4,1476.4,1638.24,Estatal
16,Michoacán,2006,1,1365.15,1497.74,Estatal
16,Michoacán,2006,2,1496.41,1656.99,Estatal
16,Michoacán,2006,3,1501.83,1640.66,Estatal
16,Michoacán,2006,4,1566.27,1664.8,Estatal
16,Michoacán,2007,1,1521.96,1605.85,Estatal
16,Michoacán,2007,2,1541.6,1649.07,Estatal
16,Michoacán,2007,3,1502.87,1608.4,Estatal
16,Michoacán,2007,4,1550.62,1646.33,Estatal
16,Michoacán,2008,1,1502.54,1602.73,Estatal
16,Michoacán,2008,2,1658.11,1743.43,Estatal
16,Michoacán,2008,3,1543.06,1612.35,Estatal
16,Michoacán,2008,4,1578.4,1628.07,Estatal
16,Michoacán,2009,1,1587.52,1634.6,Estatal
16,Michoacán,2009,2,1550.51,1558.06,Estatal
16,Michoacán,2009,3,1545.43,1533.66,Estatal
16,Michoacán,2009,4,1553.08,1558.29,Estatal
16,Michoacán,2010,1,1526.29,1526.29,Estatal
16,Michoacán,2010,2,1505.93,1515.08,Estatal
16,Michoacán,2010,3,1576.3,1606.4,Estatal
16,Michoacán,2010,4,1535.23,1552.28,Estatal
16,Michoacán,2011,1,1595.65,1607.78,Estatal
16,Michoacán,2011,2,1616.81,1623.71,Estatal
16,Michoacán,2011,3,1586.94,1599.45,Estatal
16,Michoacán,2011,4,1608.48,1608.99,Estatal
16,Michoacán,2012,1,1566.35,1548.64,Estatal
16,Michoacán,2012,2,1651.5,1614.72,Estatal
16,Michoacán,2012,3,1573.64,1497.24,Estatal
16,Michoacán,2012,4,1505.31,1425.7,Estatal
16,Michoacán,2013,1,1592.97,1511,Estatal
16,Michoacán,2013,2,1530.8,1444.85,Estatal
16,Michoacán,2013,3,1445.92,1367.17,Estatal
16,Michoacán,2013,4,1453.02,1367.55,Estatal
16,Michoacán,2014,1,1494.48,1396.75,Estatal
16,Michoacán,2014,2,1454.74,1373.79,Estatal
16,Michoacán,2014,3,1459.59,1364.27,Estatal
16,Michoacán,2014,4,1453.17,1343.94,Estatal
16,Michoacán,2015,1,1485.2,1395.47,Estatal
16,Michoacán,2015,2,1488.31,1390.53,Estatal
16,Michoacán,2015,3,1498.97,1390.06,Estatal
16,Michoacán,2015,4,1468.36,1358.46,Estatal
16,Michoacán,2016,1,1508.88,1372.3,Estatal
16,Michoacán,2016,2,1534.07,1401.93,Estatal
16,Michoacán,2016,3,1521.8,1404.63,Estatal
16,Michoacán,2016,4,1486.31,1360.96,Estatal
